"timeStamp","sixtyKTemp","threeKTemp","baseTemp"
1450027449,48.152,2.8895,0.07
1450027444,48.152,2.8946,0.07
1450027438,48.151,2.8924,0.07
1450027433,48.152,2.8867,0.07
1450027428,48.152,2.8918,0.07
1450027423,48.153,2.8938,0.07
1450027418,48.155,2.8862,0.07
1450027413,48.155,2.8879,0.07
1450027408,48.157,2.8922,0.07
1450027402,48.158,2.889,0.07
1450027397,48.161,2.8841,0.07
1450027392,48.164,2.8903,0.07
1450027387,48.166,2.8898,0.07
1450027382,48.168,2.8824,0.07
1450027377,48.171,2.8853,0.07
1450027372,48.172,2.8893,0.07
1450027366,48.174,2.8834,0.07
1450027361,48.176,2.8815,0.07
1450027356,48.177,2.8871,0.07
1450027351,48.178,2.8839,0.07
1450027346,48.179,2.8781,0.07
1450027341,48.18,2.8838,0.07
1450027335,48.181,2.8828,0.07
1450027330,48.182,2.8767,0.07
1450027325,48.184,2.8825,0.07
1450027320,48.185,2.88,0.07
1450027315,48.186,2.8754,0.07
1450027309,48.187,2.8817,0.07
1450027304,48.188,2.8773,0.07
1450027299,48.19,2.8751,0.07
1450027294,48.191,2.8811,0.07
1450027289,48.193,2.8764,0.07
1450027283,48.194,2.8737,0.07
1450027278,48.194,2.8795,0.07
1450027273,48.195,2.876,0.07
1450027268,48.196,2.8717,0.07
1450027263,48.197,2.8772,0.07
1450027258,48.198,2.8773,0.07
1450027253,48.199,2.8711,0.07
1450027247,48.2,2.8748,0.07
1450027242,48.201,2.8782,0.07
1450027237,48.202,2.872,0.07
1450027232,48.203,2.8704,0.07
1450027227,48.205,2.8768,0.07
1450027222,48.206,2.8759,0.07
1450027216,48.207,2.8689,0.07
1450027211,48.208,2.8744,0.07
1450027206,48.208,2.8762,0.07
1450027201,48.208,2.869,0.07
1450027196,48.209,2.87,0.07
1450027191,48.209,2.8755,0.07
1450027186,48.209,2.872,0.07
1450027180,48.209,2.8677,0.07
1450027175,48.211,2.873,0.07
1450027170,48.213,2.874,0.07
1450027165,48.214,2.8668,0.07
1450027160,48.215,2.87,0.07
1450027155,48.216,2.8739,0.07
1450027149,48.217,2.8668,0.07
1450027144,48.218,2.8671,0.07
1450027139,48.218,2.873,0.07
1450027134,48.217,2.8706,0.07
1450027129,48.217,2.865,0.07
1450027124,48.217,2.8709,0.07
1450027119,48.216,2.8716,0.07
1450027113,48.215,2.8656,0.07
1450027108,48.216,2.867,0.07
1450027103,48.215,2.8719,0.07
1450027098,48.214,2.8659,0.07
1450027093,48.215,2.8665,0.07
1450027088,48.214,2.8721,0.07
1450027082,48.213,2.8665,0.07
1450027077,48.213,2.8661,0.07
1450027072,48.213,2.8721,0.07
1450027067,48.212,2.8669,0.07
1450027062,48.213,2.865,0.07
1450027056,48.212,2.8714,0.07
1450027051,48.212,2.8673,0.07
1450027046,48.211,2.8648,0.07
1450027041,48.21,2.8708,0.07
1450027036,48.209,2.8681,0.07
1450027031,48.208,2.8641,0.07
1450027025,48.208,2.8703,0.07
1450027020,48.207,2.8701,0.07
1450027015,48.207,2.8632,0.07
1450027010,48.207,2.8671,0.07
1450027005,48.207,2.8713,0.07
1450027000,48.207,2.866,0.07
1450026994,48.207,2.8645,0.07
1450026989,48.207,2.8699,0.07
1450026984,48.208,2.8683,0.07
1450026979,48.207,2.8626,0.07
1450026974,48.207,2.8673,0.07
1450026969,48.208,2.8699,0.07
1450026964,48.208,2.8636,0.07
1450026958,48.208,2.8647,0.07
1450026953,48.209,2.8699,0.07
1450026948,48.21,2.866,0.07
1450026943,48.21,2.8621,0.07
1450026938,48.21,2.8679,0.07
1450026933,48.211,2.8679,0.07
1450026927,48.212,2.8613,0.07
1450026922,48.212,2.8651,0.07
1450026917,48.213,2.8687,0.07
1450026912,48.213,2.8632,0.07
1450026907,48.214,2.8623,0.07
1450026902,48.214,2.8685,0.07
1450026897,48.215,2.8654,0.07
1450026891,48.215,2.8601,0.07
1450026886,48.215,2.8651,0.07
1450026881,48.214,2.8668,0.07
1450026876,48.216,2.8607,0.07
1450026871,48.216,2.863,0.07
1450026866,48.216,2.8675,0.07
1450026860,48.217,2.861,0.07
1450026855,48.217,2.8624,0.07
1450026850,48.218,2.8673,0.07
1450026845,48.22,2.8608,0.07
1450026840,48.221,2.8611,0.07
1450026835,48.222,2.8666,0.07
1450026829,48.224,2.8608,0.07
1450026824,48.224,2.8602,0.07
1450026819,48.226,2.8659,0.07
1450026814,48.227,2.8607,0.07
1450026809,48.228,2.8593,0.07
1450026803,48.229,2.8654,0.07
1450026798,48.231,2.8607,0.07
1450026793,48.232,2.8582,0.07
1450026788,48.233,2.8647,0.07
1450026783,48.233,2.8628,0.07
1450026778,48.235,2.857,0.07
1450026773,48.236,2.8615,0.07
1450026767,48.238,2.8643,0.06
1450026762,48.238,2.8582,0.06
1450026757,48.24,2.8575,0.06
1450026752,48.242,2.8638,0.07
1450026747,48.244,2.8622,0.07
1450026742,48.246,2.8561,0.06
1450026736,48.249,2.862,0.07
1450026731,48.25,2.8633,0.07
1450026726,48.252,2.856,0.07
1450026721,48.254,2.8581,0.07
1450026716,48.257,2.8632,0.06
1450026711,48.258,2.859,0.06
1450026706,48.26,2.8559,0.06
1450026700,48.263,2.8611,0.06
1450026695,48.264,2.8612,0.06
1450026690,48.265,2.8548,0.06
1450026685,48.266,2.8586,0.06
1450026680,48.268,2.8622,0.06
1450026675,48.269,2.8564,0.06
1450026670,48.27,2.8564,0.06
1450026664,48.271,2.8616,0.06
1450026659,48.271,2.8587,0.06
1450026654,48.272,2.8538,0.06
1450026649,48.273,2.8594,0.06
1450026644,48.274,2.8617,0.06
1450026639,48.274,2.8542,0.06
1450026633,48.274,2.8557,0.06
1450026628,48.275,2.8616,0.06
1450026623,48.275,2.8566,0.06
1450026618,48.275,2.8549,0.06
1450026613,48.274,2.8611,0.06
1450026608,48.274,2.8571,0.06
1450026602,48.276,2.854,0.06
1450026597,48.276,2.8606,0.06
1450026592,48.277,2.8577,0.06
1450026587,48.277,2.8535,0.06
1450026582,48.278,2.8601,0.06
1450026577,48.279,2.8584,0.06
1450026571,48.28,2.8529,0.06
1450026566,48.28,2.8581,0.06
1450026561,48.28,2.8606,0.06
1450026556,48.281,2.8534,0.06
1450026551,48.282,2.8577,0.06
1450026546,48.282,2.8613,0.06
1450026540,48.282,2.8549,0.06
1450026535,48.282,2.8556,0.06
1450026530,48.282,2.8606,0.06
1450026525,48.281,2.8571,0.06
1450026520,48.28,2.8529,0.06
1450026515,48.279,2.8587,0.06
1450026509,48.279,2.8603,0.06
1450026504,48.277,2.8544,0.06
1450026499,48.277,2.855,0.06
1450026494,48.275,2.8607,0.06
1450026489,48.275,2.8567,0.06
1450026484,48.273,2.8531,0.06
1450026479,48.272,2.8597,0.06
1450026473,48.271,2.8591,0.06
1450026468,48.268,2.8522,0.06
1450026463,48.267,2.8562,0.07
1450026458,48.266,2.8602,0.06
1450026453,48.266,2.8532,0.06
1450026448,48.265,2.854,0.06
1450026442,48.264,2.8605,0.06
1450026437,48.264,2.8577,0.06
1450026432,48.262,2.8528,0.06
1450026427,48.263,2.8576,0.06
1450026422,48.262,2.8597,0.06
1450026417,48.262,2.8534,0.06
1450026412,48.261,2.8555,0.06
1450026406,48.26,2.8603,0.06
1450026401,48.26,2.8579,0.06
1450026396,48.26,2.8525,0.06
1450026391,48.26,2.8589,0.06
1450026386,48.26,2.8584,0.06
1450026381,48.26,2.8524,0.06
1450026375,48.259,2.8586,0.06
1450026370,48.26,2.8591,0.06
1450026365,48.259,2.8524,0.06
1450026360,48.259,2.8581,0.06
1450026355,48.26,2.8595,0.06
1450026350,48.259,2.8525,0.06
1450026344,48.26,2.8571,0.06
1450026339,48.261,2.8598,0.06
1450026334,48.261,2.8527,0.06
1450026329,48.263,2.8569,0.06
1450026324,48.263,2.8603,0.06
1450026319,48.262,2.8543,0.06
1450026313,48.262,2.8528,0.06
1450026308,48.264,2.8595,0.06
1450026303,48.264,2.857,0.06
1450026298,48.266,2.8521,0.06
1450026293,48.267,2.8576,0.06
1450026288,48.268,2.859,0.06
1450026282,48.269,2.8526,0.06
1450026277,48.271,2.8552,0.06
1450026272,48.272,2.8598,0.06
1450026267,48.273,2.855,0.06
1450026262,48.275,2.852,0.06
1450026257,48.275,2.8583,0.06
1450026252,48.275,2.8587,0.06
1450026246,48.276,2.8515,0.06
1450026241,48.276,2.8561,0.06
1450026236,48.276,2.8594,0.06
1450026231,48.277,2.8529,0.06
1450026226,48.277,2.8542,0.06
1450026221,48.277,2.859,0.06
1450026215,48.278,2.8572,0.06
1450026210,48.279,2.8513,0.06
1450026205,48.279,2.8572,0.06
1450026200,48.28,2.8591,0.06
1450026195,48.281,2.8533,0.06
1450026190,48.282,2.8533,0.06
1450026185,48.283,2.8591,0.06
1450026179,48.285,2.8555,0.06
1450026174,48.287,2.8517,0.06
1450026169,48.288,2.8569,0.06
1450026164,48.29,2.8581,0.06
1450026159,48.292,2.8518,0.06
1450026154,48.294,2.8546,0.06
1450026148,48.296,2.8593,0.06
1450026143,48.299,2.8527,0.06
1450026138,48.301,2.8541,0.06
1450026133,48.302,2.8591,0.06
1450026128,48.304,2.8532,0.06
1450026123,48.304,2.8531,0.06
1450026117,48.305,2.8588,0.06
1450026112,48.306,2.8535,0.06
1450026107,48.306,2.8524,0.06
1450026102,48.306,2.8585,0.06
1450026097,48.306,2.8538,0.06
1450026092,48.307,2.852,0.06
1450026086,48.308,2.8572,0.06
1450026081,48.308,2.8563,0.06
1450026076,48.309,2.8503,0.06
1450026071,48.311,2.8562,0.06
1450026066,48.312,2.8578,0.06
1450026061,48.314,2.8507,0.06
1450026055,48.315,2.8525,0.06
1450026050,48.316,2.8583,0.06
1450026045,48.317,2.8526,0.06
1450026040,48.319,2.8521,0.06
1450026035,48.319,2.8571,0.06
1450026030,48.321,2.8554,0.06
1450026024,48.322,2.85,0.06
1450026019,48.322,2.8555,0.06
1450026014,48.324,2.8576,0.06
1450026009,48.324,2.8517,0.06
1450026004,48.324,2.8532,0.06
1450025999,48.324,2.8582,0.06
1450025993,48.324,2.8537,0.06
1450025988,48.325,2.851,0.06
1450025983,48.327,2.8565,0.06
1450025978,48.327,2.8564,0.06
1450025973,48.327,2.8503,0.06
1450025968,48.329,2.8542,0.06
1450025963,48.33,2.8581,0.06
1450025957,48.332,2.8525,0.06
1450025952,48.333,2.8524,0.06
1450025947,48.334,2.8577,0.06
1450025942,48.335,2.855,0.06
1450025937,48.337,2.8503,0.06
1450025932,48.34,2.856,0.06
1450025926,48.341,2.8577,0.06
1450025921,48.343,2.8516,0.06
1450025916,48.344,2.854,0.06
1450025911,48.345,2.8587,0.06
1450025906,48.347,2.8522,0.06
1450025901,48.348,2.8536,0.06
1450025895,48.351,2.8588,0.06
1450025890,48.353,2.853,0.06
1450025885,48.356,2.853,0.06
1450025880,48.358,2.859,0.06
1450025875,48.36,2.8539,0.07
1450025870,48.364,2.8525,0.07
1450025864,48.367,2.8589,0.07
1450025859,48.37,2.8551,0.07
1450025854,48.373,2.8522,0.07
1450025849,48.376,2.8575,0.07
1450025844,48.378,2.8578,0.07
1450025839,48.381,2.8516,0.07
1450025833,48.383,2.8554,0.07
1450025828,48.385,2.8594,0.07
1450025823,48.388,2.8538,0.07
1450025818,48.392,2.8536,0.07
1450025813,48.396,2.8589,0.07
1450025808,48.399,2.8567,0.07
1450025802,48.404,2.8521,0.07
1450025797,48.408,2.8586,0.07
1450025792,48.414,2.8593,0.07
1450025787,48.419,2.8524,0.07
1450025782,48.423,2.8568,0.07
1450025777,48.428,2.8602,0.07
1450025772,48.432,2.8556,0.07
1450025766,48.438,2.8534,0.07
1450025761,48.443,2.8588,0.07
1450025756,48.448,2.8588,0.07
1450025751,48.453,2.8529,0.07
1450025746,48.458,2.8569,0.07
1450025741,48.463,2.8609,0.07
1450025736,48.468,2.8554,0.07
1450025730,48.473,2.8551,0.07
1450025725,48.477,2.8604,0.07
1450025720,48.482,2.8581,0.07
1450025715,48.487,2.8532,0.07
1450025710,48.492,2.8591,0.07
1450025705,48.496,2.8611,0.07
1450025699,48.501,2.855,0.07
1450025694,48.503,2.857,0.07
1450025689,48.508,2.8618,0.07
1450025684,48.51,2.8574,0.07
1450025679,48.513,2.8548,0.07
1450025674,48.515,2.8616,0.07
1450025668,48.517,2.8589,0.07
1450025663,48.518,2.855,0.07
1450025658,48.519,2.8614,0.07
1450025653,48.52,2.86,0.07
1450025648,48.519,2.8543,0.07
1450025643,48.519,2.8609,0.07
1450025637,48.518,2.8608,0.07
1450025632,48.518,2.8545,0.07
1450025627,48.518,2.8602,0.07
1450025622,48.517,2.8618,0.07
1450025617,48.518,2.8546,0.07
1450025612,48.518,2.858,0.07
1450025606,48.518,2.8628,0.07
1450025601,48.518,2.8583,0.07
1450025596,48.518,2.8558,0.07
1450025591,48.519,2.8611,0.07
1450025586,48.518,2.861,0.07
1450025581,48.519,2.8548,0.07
1450025575,48.52,2.8586,0.07
1450025570,48.52,2.8628,0.07
1450025565,48.52,2.8573,0.07
1450025560,48.521,2.8565,0.07
1450025555,48.522,2.8627,0.07
1450025550,48.522,2.8601,0.07
1450025544,48.523,2.8548,0.07
1450025539,48.523,2.8609,0.07
1450025534,48.523,2.8623,0.07
1450025529,48.523,2.8551,0.07
1450025524,48.523,2.857,0.07
1450025519,48.524,2.8627,0.07
1450025514,48.523,2.8589,0.07
1450025508,48.521,2.8551,0.07
1450025503,48.521,2.8602,0.07
1450025498,48.52,2.8614,0.07
1450025493,48.518,2.8554,0.07
1450025488,48.518,2.8577,0.07
1450025483,48.517,2.8626,0.07
1450025478,48.517,2.858,0.07
1450025472,48.517,2.8558,0.07
1450025467,48.516,2.8611,0.07
1450025462,48.517,2.8607,0.07
1450025457,48.517,2.8549,0.07
1450025452,48.517,2.8592,0.07
1450025447,48.517,2.8625,0.07
1450025441,48.517,2.8553,0.07
1450025436,48.517,2.8586,0.07
1450025431,48.517,2.8626,0.07
1450025426,48.517,2.8562,0.07
1450025421,48.517,2.8579,0.07
1450025415,48.517,2.8631,0.07
1450025410,48.517,2.8568,0.07
1450025405,48.517,2.8572,0.07
1450025400,48.517,2.8626,0.07
1450025395,48.516,2.8572,0.07
1450025390,48.516,2.8562,0.07
1450025384,48.516,2.8623,0.07
1450025379,48.516,2.8602,0.07
1450025374,48.517,2.8547,0.07
1450025369,48.517,2.8593,0.07
1450025364,48.518,2.8623,0.07
1450025359,48.519,2.8552,0.07
1450025354,48.52,2.8574,0.07
1450025348,48.521,2.8633,0.07
1450025343,48.521,2.8597,0.07
1450025338,48.52,2.8558,0.07
1450025333,48.52,2.8609,0.07
1450025328,48.519,2.8621,0.07
1450025323,48.519,2.8559,0.07
1450025317,48.518,2.8586,0.07
1450025312,48.518,2.8629,0.07
1450025307,48.517,2.8581,0.07
1450025302,48.518,2.8562,0.07
1450025297,48.517,2.8613,0.07
1450025292,48.518,2.8608,0.07
1450025287,48.518,2.8547,0.07
1450025281,48.518,2.8595,0.07
1450025276,48.518,2.8628,0.07
1450025271,48.519,2.8555,0.07
1450025266,48.519,2.8572,0.07
1450025261,48.519,2.8629,0.07
1450025256,48.519,2.8596,0.07
1450025250,48.519,2.8553,0.07
1450025245,48.517,2.8604,0.07
1450025240,48.518,2.8618,0.07
1450025235,48.518,2.8554,0.07
1450025230,48.518,2.8581,0.07
1450025225,48.518,2.8631,0.07
1450025220,48.52,2.8579,0.07
1450025214,48.52,2.8561,0.07
1450025209,48.521,2.8626,0.07
1450025204,48.521,2.8588,0.07
1450025199,48.52,2.8556,0.07
1450025194,48.52,2.8623,0.07
1450025189,48.52,2.8597,0.07
1450025183,48.519,2.8548,0.07
1450025178,48.519,2.8601,0.07
1450025173,48.517,2.8621,0.07
1450025168,48.517,2.8546,0.07
1450025163,48.517,2.8595,0.07
1450025157,48.515,2.8624,0.07
1450025152,48.516,2.8552,0.07
1450025147,48.516,2.8588,0.07
1450025142,48.517,2.863,0.07
1450025137,48.518,2.8577,0.07
1450025132,48.519,2.8568,0.07
1450025126,48.519,2.863,0.07
1450025121,48.518,2.8586,0.07
1450025116,48.519,2.8558,0.07
1450025111,48.519,2.8612,0.07
1450025106,48.519,2.8612,0.07
1450025101,48.518,2.8554,0.07
1450025096,48.518,2.859,0.07
1450025090,48.517,2.863,0.07
1450025085,48.517,2.8573,0.07
1450025080,48.517,2.8552,0.07
1450025075,48.516,2.8618,0.07
1450025070,48.516,2.8603,0.07
1450025065,48.516,2.8548,0.07
1450025059,48.516,2.8598,0.07
1450025054,48.516,2.8623,0.07
1450025049,48.516,2.8561,0.07
1450025044,48.517,2.8575,0.07
1450025039,48.518,2.863,0.07
1450025034,48.518,2.8591,0.07
1450025028,48.519,2.856,0.07
1450025023,48.519,2.862,0.07
1450025018,48.519,2.8616,0.07
1450025013,48.52,2.8548,0.07
1450025008,48.521,2.8586,0.07
1450025003,48.522,2.863,0.07
1450024998,48.523,2.858,0.07
1450024992,48.524,2.8564,0.07
1450024987,48.525,2.8629,0.07
1450024982,48.526,2.8611,0.07
1450024977,48.526,2.8553,0.07
1450024972,48.527,2.8613,0.07
1450024967,48.527,2.8617,0.07
1450024961,48.528,2.8551,0.07
1450024956,48.529,2.8605,0.07
1450024951,48.528,2.8623,0.07
1450024946,48.528,2.8562,0.08
1450024941,48.527,2.8583,0.07
1450024936,48.527,2.8627,0.07
1450024930,48.526,2.8553,0.07
1450024925,48.526,2.8593,0.07
1450024920,48.525,2.863,0.07
1450024915,48.524,2.8558,0.07
1450024910,48.524,2.8585,0.08
1450024904,48.523,2.8629,0.08
1450024899,48.523,2.8566,0.08
1450024894,48.524,2.8563,0.08
1450024889,48.523,2.863,0.08
1450024884,48.523,2.8595,0.08
1450024879,48.523,2.8559,0.08
1450024874,48.523,2.8612,0.08
1450024868,48.524,2.8622,0.08
1450024863,48.523,2.856,0.08
1450024858,48.523,2.8586,0.08
1450024853,48.523,2.8633,0.08
1450024848,48.522,2.8582,0.08
1450024843,48.522,2.8551,0.08
1450024837,48.521,2.8616,0.08
1450024832,48.521,2.8609,0.08
1450024827,48.523,2.8552,0.08
1450024822,48.523,2.8596,0.08
1450024817,48.524,2.8629,0.08
1450024812,48.525,2.8573,0.08
1450024806,48.524,2.8575,0.08
1450024801,48.525,2.8625,0.08
1450024796,48.524,2.86,0.08
1450024791,48.523,2.8551,0.08
1450024786,48.524,2.8607,0.08
1450024781,48.523,2.8623,0.08
1450024776,48.524,2.8563,0.08
1450024770,48.524,2.8585,0.08
1450024765,48.524,2.8632,0.08
1450024760,48.525,2.8587,0.08
1450024755,48.525,2.8552,0.08
1450024750,48.524,2.8616,0.08
1450024745,48.525,2.8611,0.08
1450024739,48.525,2.855,0.08
1450024734,48.525,2.8611,0.08
1450024729,48.526,2.8621,0.08
1450024724,48.525,2.8559,0.08
1450024719,48.525,2.859,0.08
1450024714,48.524,2.8635,0.08
1450024708,48.523,2.8569,0.08
1450024703,48.522,2.8581,0.08
1450024698,48.522,2.8635,0.08
1450024693,48.522,2.8577,0.08
1450024688,48.521,2.8574,0.08
1450024683,48.521,2.8634,0.08
1450024677,48.522,2.8586,0.08
1450024672,48.522,2.8569,0.08
1450024667,48.522,2.8632,0.08
1450024662,48.521,2.8616,0.08
1450024657,48.522,2.8556,0.08
1450024652,48.522,2.8601,0.08
1450024646,48.522,2.8633,0.08
1450024641,48.523,2.856,0.08
1450024636,48.523,2.8575,0.08
1450024631,48.523,2.8634,0.08
1450024626,48.523,2.8583,0.08
1450024621,48.524,2.8557,0.08
1450024615,48.524,2.8622,0.09
1450024610,48.523,2.8611,0.09
1450024605,48.523,2.8554,0.09
1450024600,48.522,2.8603,0.09
1450024595,48.522,2.8634,0.09
1450024590,48.521,2.8569,0.09
1450024585,48.521,2.8564,0.09
1450024579,48.521,2.8626,0.09
1450024574,48.521,2.8594,0.09
1450024569,48.521,2.8551,0.09
1450024564,48.522,2.8594,0.09
1450024559,48.523,2.8631,0.09
1450024554,48.523,2.8576,0.09
1450024548,48.523,2.8572,0.09
1450024543,48.523,2.8633,0.09
1450024538,48.523,2.8606,0.09
1450024533,48.522,2.8554,0.09
1450024528,48.522,2.8616,0.09
1450024523,48.523,2.8628,0.09
1450024518,48.523,2.8553,0.09
1450024512,48.522,2.858,0.09
1450024507,48.521,2.8632,0.09
1450024502,48.521,2.8573,0.09
1450024497,48.521,2.8574,0.09
1450024492,48.52,2.8632,0.09
1450024487,48.519,2.8599,0.09
1450024481,48.519,2.8555,0.09
1450024476,48.519,2.8609,0.09
1450024471,48.518,2.8636,0.09
1450024466,48.518,2.8564,0.09
1450024461,48.518,2.8584,0.09
1450024456,48.517,2.8632,0.09
1450024451,48.517,2.8593,0.09
1450024445,48.518,2.8553,0.09
1450024440,48.519,2.8618,0.09
1450024435,48.517,2.8633,0.09
1450024430,48.518,2.8557,0.1
1450024425,48.517,2.858,0.1
1450024420,48.519,2.8635,0.1
1450024414,48.52,2.8601,0.1
1450024409,48.52,2.8561,0.1
1450024404,48.522,2.8627,0.1
1450024399,48.523,2.8611,0.1
1450024394,48.525,2.8559,0.1
1450024389,48.526,2.861,0.1
1450024383,48.526,2.8641,0.1
1450024378,48.527,2.8572,0.1
1450024373,48.527,2.8572,0.1
1450024368,48.528,2.8634,0.1
1450024363,48.528,2.8616,0.1
1450024358,48.528,2.856,0.1
1450024353,48.529,2.8623,0.1
1450024347,48.53,2.864,0.1
1450024342,48.53,2.858,0.1
1450024337,48.53,2.8583,0.1
1450024332,48.53,2.8639,0.1
1450024327,48.53,2.859,0.1
1450024322,48.53,2.8566,0.1
1450024316,48.529,2.8629,0.1
1450024311,48.53,2.8633,0.1
1450024306,48.529,2.856,0.11
1450024301,48.53,2.8607,0.11
1450024296,48.53,2.8644,0.11
1450024291,48.53,2.8578,0.11
1450024286,48.531,2.8581,0.11
1450024280,48.532,2.8632,0.11
1450024275,48.532,2.862,0.11
1450024270,48.533,2.8558,0.11
1450024265,48.532,2.8617,0.11
1450024260,48.533,2.8631,0.11
1450024255,48.533,2.8561,0.11
1450024249,48.532,2.8611,0.11
1450024244,48.533,2.8638,0.11
1450024239,48.533,2.8566,0.11
1450024234,48.532,2.8602,0.11
1450024229,48.531,2.8639,0.11
1450024223,48.531,2.8569,0.11
1450024218,48.53,2.8593,0.11
1450024213,48.531,2.8643,0.11
1450024208,48.529,2.8575,0.11
1450024203,48.53,2.8587,0.11
1450024198,48.53,2.8642,0.12
1450024192,48.53,2.8582,0.12
1450024187,48.53,2.8579,0.12
1450024182,48.531,2.8631,0.12
1450024177,48.531,2.8609,0.12
1450024172,48.531,2.856,0.12
1450024167,48.532,2.8611,0.12
1450024162,48.533,2.8634,0.12
1450024156,48.532,2.8575,0.12
1450024151,48.533,2.8589,0.12
1450024146,48.534,2.864,0.12
1450024141,48.535,2.86,0.12
1450024136,48.535,2.8568,0.12
1450024131,48.535,2.8623,0.12
1450024125,48.535,2.8626,0.12
1450024120,48.534,2.8565,0.12
1450024115,48.534,2.8601,0.12
1450024110,48.533,2.8641,0.13
1450024105,48.532,2.8583,0.13
1450024100,48.532,2.8577,0.13
1450024095,48.531,2.8631,0.13
1450024089,48.532,2.8612,0.13
1450024084,48.532,2.856,0.13
1450024079,48.532,2.8598,0.13
1450024074,48.533,2.8643,0.13
1450024069,48.532,2.8577,0.13
1450024064,48.532,2.8576,0.13
1450024058,48.531,2.8639,0.13
1450024053,48.531,2.8603,0.13
1450024048,48.53,2.8562,0.13
1450024043,48.531,2.8624,0.13
1450024038,48.531,2.863,0.13
1450024033,48.532,2.8566,0.14
1450024028,48.532,2.8585,0.14
1450024022,48.531,2.8644,0.14
1450024017,48.531,2.8588,0.14
1450024012,48.531,2.8577,0.14
1450024007,48.531,2.8639,0.14
1450024002,48.531,2.8597,0.14
1450023996,48.532,2.8571,0.14
1450023991,48.532,2.8635,0.14
1450023986,48.533,2.8589,0.14
1450023981,48.533,2.8569,0.14
1450023976,48.534,2.8644,0.14
1450023971,48.533,2.8597,0.14
1450023965,48.533,2.8575,0.15
1450023960,48.533,2.8638,0.15
1450023955,48.533,2.8605,0.15
1450023950,48.533,2.857,0.15
1450023945,48.534,2.8624,0.15
1450023940,48.533,2.8633,0.15
1450023934,48.532,2.8572,0.15
1450023929,48.532,2.86,0.15
1450023924,48.532,2.8646,0.15
1450023919,48.532,2.8596,0.15
1450023914,48.531,2.8578,0.15
1450023909,48.531,2.8633,0.15
1450023903,48.531,2.8619,0.15
1450023898,48.531,2.8562,0.16
1450023893,48.531,2.861,0.16
1450023888,48.532,2.8645,0.16
1450023883,48.533,2.8582,0.16
1450023878,48.534,2.8588,0.16
1450023873,48.534,2.864,0.16
1450023867,48.535,2.861,0.16
1450023862,48.535,2.857,0.16
1450023857,48.535,2.8624,0.16
1450023852,48.534,2.8635,0.16
1450023847,48.535,2.8571,0.16
1450023842,48.535,2.8601,0.17
1450023836,48.535,2.8645,0.17
1450023831,48.534,2.8601,0.17
1450023826,48.534,2.8568,0.17
1450023821,48.533,2.863,0.17
1450023816,48.533,2.8636,0.17
1450023811,48.533,2.8566,0.17
1450023806,48.532,2.8607,0.17
1450023800,48.533,2.8644,0.17
1450023795,48.533,2.8589,0.17
1450023790,48.533,2.8586,0.18
1450023785,48.534,2.864,0.18
1450023780,48.536,2.8619,0.18
1450023775,48.536,2.8571,0.18
1450023769,48.536,2.8636,0.18
1450023764,48.537,2.8629,0.18
1450023759,48.537,2.8569,0.18
1450023754,48.537,2.8616,0.18
1450023749,48.537,2.8647,0.18
1450023744,48.537,2.8575,0.19
1450023738,48.537,2.8606,0.19
1450023733,48.537,2.8649,0.19
1450023728,48.537,2.858,0.19
1450023723,48.537,2.8599,0.19
1450023718,48.536,2.8651,0.19
1450023713,48.536,2.8584,0.19
1450023707,48.537,2.8576,0.19
1450023702,48.536,2.8642,0.19
1450023697,48.536,2.8611,0.19
1450023692,48.536,2.8565,0.2
1450023687,48.536,2.8623,0.2
1450023682,48.536,2.8635,0.2
1450023676,48.536,2.8564,0.2
1450023671,48.536,2.8601,0.2
1450023666,48.535,2.8648,0.2
1450023661,48.535,2.8599,0.2
1450023656,48.534,2.8577,0.2
1450023651,48.533,2.863,0.21
1450023645,48.532,2.8625,0.21
1450023640,48.532,2.8562,0.21
1450023635,48.531,2.8608,0.21
1450023630,48.531,2.8644,0.21
1450023625,48.53,2.8588,0.21
1450023620,48.53,2.8587,0.21
1450023615,48.53,2.8638,0.21
1450023609,48.531,2.8615,0.22
1450023604,48.531,2.8565,0.22
1450023599,48.532,2.8622,0.22
1450023594,48.531,2.8647,0.22
1450023589,48.531,2.8578,0.22
1450023584,48.532,2.858,0.22
1450023578,48.533,2.8644,0.22
1450023573,48.533,2.8606,0.22
1450023568,48.533,2.8568,0.23
1450023563,48.533,2.863,0.23
1450023558,48.532,2.863,0.23
1450023553,48.533,2.8571,0.23
1450023548,48.533,2.8608,0.23
1450023542,48.534,2.8638,0.23
1450023537,48.534,2.8567,0.23
1450023532,48.533,2.8618,0.24
1450023527,48.533,2.8645,0.24
1450023522,48.532,2.8569,0.24
1450023516,48.532,2.861,0.24
1450023511,48.532,2.8647,0.24
1450023506,48.532,2.8575,0.24
1450023501,48.531,2.8601,0.24
1450023496,48.532,2.8647,0.25
1450023491,48.531,2.8569,0.25
1450023485,48.534,2.8594,0.25
1450023480,48.533,2.865,0.25
1450023475,48.534,2.8592,0.25
1450023470,48.533,2.859,0.25
1450023465,48.533,2.8649,0.26
1450023460,48.532,2.8603,0.26
1450023454,48.532,2.857,0.26
1450023449,48.532,2.8633,0.26
1450023444,48.531,2.8644,0.26
1450023439,48.531,2.8571,0.26
1450023434,48.531,2.8597,0.26
1450023429,48.531,2.8649,0.27
1450023423,48.531,2.8591,0.27
